001##01 阿含部類 T01-02,25,33
001001##0001-25 長阿含經類 T01
001001001##0001 長阿含經(22卷)
012004010##1557 阿毘曇五法行經(1卷)
012005##1558-63 俱舍論等 T29
012005001##1558 阿毘達磨俱舍論(30卷)
012005002##1559 阿毘達磨俱舍釋論(22卷)
012005003##1560 阿毘達磨俱舍論本頌(1卷)
012005004##1561 俱舍論實義疏(5卷)
012005005##1562 阿毘達磨順正理論(80卷)
012005006##1563 阿毘達磨藏顯宗論(40卷)
012006##1821-23 俱舍論疏 T41
012006001##1821 俱舍論記(31卷)
012006002##1822 俱舍論疏(31卷)
012006003##1823 俱舍論頌疏論本(30卷)
012007##2840 三界圖 1卷 T85
013##13 中觀部類 T30a,42,45,85
013001##T30a 中觀部／疏 T42,85
013001001##1564-67 中論類／疏 T42
013001001001##1564 中論(4卷)
013001001002##1565 順中論(2卷)
013001001003##1566 般若燈論釋(15卷)
013001001004##1567 大乘中觀釋論(9卷)
013001001005##1824 中觀論疏(20卷)
013001002##1568 十二門論／疏 T42
013001002001##1568 十二門論(1卷)
013001002002##1825 十二門論疏(6卷)
013001002003##1826 十二門論宗致義記(2卷)
013001003##1569-72 百論類／疏 T42,85
013001003001##1569 百論／疏 T42
013001003001001##1569 百論(2卷)
013001003001002##1827 百論疏(9卷)
013001003002##1570 廣百論本(1卷)
013001003003##1571 廣百論釋論／疏 T85
013001003003001##1571 大乘廣百論釋論(10卷)
013001003003002##2800 廣百論疏卷第一 1卷
013001003004##1572 百字論(1卷)
013001004##1573-78 中觀綱要
013001004001##1573 壹輸盧迦論(1卷)
013001004002##1574 大乘破有論(1卷)
013001004003##1575 六十頌如理論(1卷)
013001004004##1576 大乘二十頌論(1卷)
013001004005##1577 大丈夫論(2卷)
013001004006##1578 大乘掌珍論(2卷)
013002##T45 三論宗
013002001##1852 三論玄義
013002002##1853 大乘玄論
013002003##1854 二諦義
013002004##1855 三論游意義
013002005##1856 羅什大義
013002006##1857-60 肇論及疏等
013002006001##1857 寶藏論(1卷)
013002006002##1858 肇論(1卷)
013002006003##1859 肇論疏(3卷)
013002006004##1860 肇論新疏(3卷)
014##14 瑜伽部類 T30b-32,42-45,85
014001##T30b-32 瑜伽行派論／疏 T42-44,85
014001001##1579-84 瑜伽論／疏 T42-43,85
014001001001##1579 瑜伽師地論 100卷彌勒－玄奘
014001001002##1580 瑜伽師地論釋 1 最勝子等－玄奘
014001001003##1581 菩薩地持經 10 曇無讖
014001001004##1582 菩薩善戒經 9 求那跋摩
014001001005##1583 菩薩善戒經 1 求那跋摩
014001001006##1584 決定藏論 3 真諦
014001001007##1828 瑜伽論記 24 遁倫
014001001008##1829 瑜伽師地論略纂 16 窺基
014001001009##2801 瑜伽師地論分門記 3卷
014001001010##2802 瑜伽論手記 1卷
014001001011##2803 地持義記卷第四 4卷
014001002##1585-87,1618 成唯識論／疏 T43,85
014001002001##1585 成唯識論 10 護法等－玄奘
014001002002##1586 唯識三十論頌 1 世親－玄奘
014001002003##1587 轉識論 1 真諦
014001002004##1618 顯識論 1 真諦
014001002005##1830-33 成唯識論疏
014001002005001##1830 成唯識論述記 20 窺基
014001002005002##1831 成唯識論掌中樞要 4 窺基
014001002005003##1832 成唯識論了義燈 13 惠沼
014001002005004##1833 成唯識論演祕 14 智周
014001002006##2804 唯識三十論要釋 1卷
014001003##1588-91 唯識二十論／疏 T43
014001003001##1588 唯識論 1 天親－瞿曇般若流支
014001003002##1589 大乘唯識論 1 天親－ 真諦
014001003003##1590 唯識二十論 1 世親－玄奘
014001003004##1591 成唯識寶生論 5 護法－義淨
014001003005##1834 唯識二十論述記 2 窺基
014001004##1592-98 攝論及釋／疏 T85
014001004001##1592 攝大乘論(2卷)
014001004002##1593 攝大乘論(3卷)
014001004003##1594 攝大乘論本(3卷)
014001004004##1595 攝大乘論釋(15卷)
014001004005##1596 攝大乘論釋論(10卷)
014001004006##1597 攝大乘論釋(10卷)
014001004007##1598 攝大乘論釋(10卷)
014001004008##2805 攝大乘講疏卷第五．第七 2卷
014001004009##2806 攝大乘論抄 1卷
014001004010##2807 攝大乘論章卷第一 1卷
014001004011##2808 攝論章卷第一 1卷
014001004012##2809 攝大乘論章卷第四 1卷
014001005##1599-1601,16 辯中邊論／疏 T44
014001005001##1599 中邊分別論(2卷)
014001005002##1600 辯中邊論(3卷)
014001005003##1601 辯中邊論頌(1卷)
014001005004##1616 十八空論(1卷)
014001005005##1835 辯中邊論述記(3卷)
014001006##1602-03,17 顯揚論
014001006001##1602 顯揚聖教論(20卷)
014001006002##1603 顯揚聖教論頌(1卷)
014001006003##1617 三無性論(2卷)
014001007##1604 莊嚴經論 13卷
014001008##1605-06 集論
014001008001##1605 大乘阿毘達磨集論(7卷)
014001008002##1606 大乘阿毘達磨雜集論(16卷)
014001009##1607 六門教授習定論 1卷無著世親－義淨
014001010##1608-09 成業論
014001010001##1608 業成就論(1卷)
014001010002##1609 大乘成業論(1卷)
014001011##1610-11,26-27 如來藏論書
014001011001##1610 佛性論 4 天親 －真諦
014001011002##1611 究竟一乘寶性論 4 勒那摩提
014001011003##1626-7 大乘法界無差別論／疏 T44
014001011003001##1626 大乘法界無差別論 1 堅慧－提雲般若等
014001011003002##1627 大乘法界無差別論 1 堅慧 －提雲般若
014001011003003##1838 大乘法界無差別論疏 1 法藏
014001012##1612-13 五蘊論
014001012001##1612 大乘五蘊論(1卷)
014001012002##1613 大乘廣五蘊論(1卷)
014001013##1614 百法論／疏 T44,85
014001013001##1614 大乘百法明門論(1卷)
014001013002##1836-37 百法明門論疏
014001013002001##1836 大乘百法明門論解(2卷)
014001013002002##1837 大乘百法明門論疏(2卷)
014001013003##2810-12 百法明門論古逸疏
014001013003001##2810 大乘百法明門論開宗義記 1卷
014001013003002##2811 大乘百法明門論開宗義記序釋 1卷
014001013003003##2812 大乘百法明門論開宗義決 1卷
014001014##1615 王法正理論 1卷彌勒－玄奘
014001015##1619,24-25 所緣論
014001015001##1619 無相思塵論(1卷)
014001015002##1624 觀所緣緣論(1卷)
014001015003##1625 觀所緣論釋(1卷)
014001016##1620-21 解捲論
014001016001##1620 解捲論(1卷)
014001016002##1621 掌中論(1卷)
014001017##1622 取因假設論(1卷)
014001018##1623 觀總相論頌(1卷)
014002##T44 大乘義章
014002001##1851 大乘義章 26卷慧遠
014003##T45 法相宗／T85
014003001##1861 法苑義林章
014003002##1862 勸發菩提心集
014003003##1863 能顯中邊論
014003004##1864 大乘入道次第／疏 T85
014003004001##1864 大乘入道次第
014003004002##2823 大乘入道次第開決 1卷
014003005##1865 八識規矩補註
015##15 論集部類 T32,44a,85
015001##1628-33 因明論類 T32／疏 T44a
015001001##1628-33 因明論類 T32
015001001001##1628 因明正理門論本(1卷)
015001001002##1629 因明正理門論(1卷)
015001001003##1630 因明入正理論(1卷)
015001001004##1631 迴諍論(1卷)
015001001005##1632 方便心論(1卷)
015001001006##1633 如實論(1卷)
015001002##1839-42 因明論疏 T44a
015001002001##1839 理門論述記(1卷)
015001002002##1840 因明入正理論疏(3卷)
015001002003##1841 因明義斷(1卷)
015001002004##1842 因明入正理論義纂要(1卷)
015002##1634-38 入大乘論類 T32
015002001##1634 入大乘論(2卷)
015002002##1635 大乘寶要義論(10卷)
015002003##1636 大乘集菩薩學論(25卷)
015002004##1637 集大乘相論(2卷)
015002005##1638 集諸法寶最上義論(2卷)
015003##1639-43 外道四宗論類 T32
015003001##1639 提婆菩薩破楞伽經中外道小乘四宗論(1卷)
015003002##1640 提婆菩薩釋楞伽經中外道小乘涅槃論(1卷)
015003003##1641 隨相論(1卷)
015003004##1642 金剛針論(1卷)
015003005##1643 尼乾子問無我義經(1卷)
015004##1644-45 立世論等類 T32
015004001##1644 佛說立世阿毘曇論(10卷)
015004002##1645 彰所知論(2卷)
015005##1646-49 成實論等 T32
015005001##1646 成實論(16卷)
015005002##1647 四諦論(4卷)
015005003##1648 解脫道論(12卷)
015005004##1649 三彌底部論(3卷)
015006##1650-54 因緣論等類 T32／疏 T85
015006001##1650 辟支佛因緣論(2卷)
015006002##1651 十二因緣論(1卷)
015006003##1652 緣生論(1卷)
015006004##1653 大乘緣生論(1卷)
015006005##1654 因緣心論釋／疏 T85
015006005001##1654 因緣心論頌因緣心論釋(1卷)
015006005002##2816 因緣心釋論開決記 1卷
015007##1655-58 止觀門論頌等 T32
015007001##1655 止觀門論頌(1卷)
015007002##1656 寶行王正論(1卷)
015007003##1657 手杖論(1卷)
015007004##1658 諸教決定名義論(1卷)
015008##1659-65 菩提心論類 T32
015008001##1659 發菩提心經論(2卷)
015008002##1660 菩提資糧論(6卷)
015008003##1661 菩提心離相論(1卷)
015008004##1662 菩提行經(4卷)
015008005##1663 菩提心觀釋(1卷)
015008006##1664 廣釋菩提心論(4卷)
015008007##1665 金剛頂瑜伽中發阿耨多羅三藐三菩提心論(1卷)
015009##1666-69 起信論類 T32／疏 T44a,85
015009001##1666 大乘起信論 1 真諦
015009002##1667 大乘起信論 2 實叉難陀
015009003##1668 釋摩訶衍論 10 龍樹－筏提摩多
015009004##1669 大宗地玄文本論 20 馬鳴－真諦
015009005##1843-50 起信論疏 T44a
015009005001##1843 大乘起信論義疏(4卷)
015009005002##1844 起信論疏(2卷)
015009005003##1845 大乘起信論別記(2卷)
015009005004##1846 大乘起信論義記(5卷)
015009005005##1847 大乘起信論義記別記(1卷)
015009005006##1848 起信論疏筆削記(20卷)
015009005007##1849 大乘起信論內義略探記(1卷)
015009005008##1850 大乘起信論裂網疏(6卷)
015009006##2813-15 起信論古逸疏 T85
015009006001##2813 大乘起信論略述 2卷
015009006002##2814 大乘起信論廣釋卷第三、四、五 5卷
015009006003##2815 起信論註 1卷
015010##1670-92 其他 T32
015010001##1670A 那先比丘經(2卷)
015010002##1670B 那先比丘經(3卷)
015010003##1671 福蓋正行所集經(12卷)
015010004##1672 龍樹菩薩為禪陀迦王說法要偈(1卷)
015010005##1673 勸發諸王要偈(1卷)
015010006##1674 龍樹菩薩勸誡王頌(1卷)
015010007##1675 讚法界頌(1卷)
015010008##1676 廣大發願頌(1卷)
015010009##1677 三身梵讚(1卷)
015010010##1678 佛三身讚(1卷)
015010011##1679 佛一百八名讚(1卷)
015010012##1680 一百五十讚佛頌(1卷)
015010013##1681 佛吉祥德讚(3卷)
015010014##1682 七佛讚唄伽他(1卷)
015010015##1683 犍稚梵讚(1卷)
015010016##1684 八大靈塔梵讚(1卷)
015010017##1685 佛說八大靈塔名號經(1卷)
015010018##1686 賢聖集伽陀一百頌(1卷)
015010019##1687 事師法五十頌(1卷)
015010020##1688 密跡力士大權神王經偈頌(1卷)
015010021##1689 請賓頭盧法(1卷)
015010022##1690 賓頭盧突羅闍為優陀延王說法經(1卷)
015010023##1691 迦葉仙人說醫女人經(1卷)
015010024##1692 勝軍化世百瑜伽他經(1卷)
016##16 淨土宗類 T47,85
016001##1957-84 淨土宗 T47
016001001##1957-67 唐朝著作
016001001001##1957,78 曇鸞著作
016001001001001##1957 略論安樂淨土義(1卷)
016001001001002##1978 讚阿彌陀佛偈(1卷)
016001001002##1958 安樂集(2卷) 道綽
016001001003##1959,79-81 善導著作
016001001003001##1959 觀念阿彌陀佛相海三昧功德法門(1卷)
016001001003002##1979 轉經行道願往生淨土法事讚(2卷)
016001001003003##1980 往生禮讚偈(1卷)
016001001003004##1981 依觀經等明般舟三昧行道往生讚(1卷)
016001001004##1960 釋淨土群疑論(7卷)
016001001005##1961-62 智顗著作
016001001005001##1961 淨土十疑論(1卷)
016001001005002##1962 五方便念佛門(1卷)
016001001006##1963 淨土論(3卷)
016001001007##1964 西方要決釋疑通規(1卷)
016001001008##1965 遊心安樂道(1卷)
016001001009##1966 念佛鏡(2卷)
016001001010##1967 念佛三昧寶王論(3卷)
016001002##1968-70 宋朝著作
016001002001##1968 往生淨土決疑行願二門(1卷)
016001002002##1969A 樂邦文類(5卷)
016001002003##1969B 樂邦遺稿(2卷)
016001002004##1970 龍舒增廣淨土文(12卷)
016001003##1971-73 元朝著作
016001003001##1971 淨土境觀要門(1卷)
016001003002##1972 淨土或問(1卷)
016001003003##1973 廬山蓮宗寶鑑(10卷)
016001004##1974-77 明朝著作
016001004001##1974 寶王三昧念佛直指(2卷)
016001004002##1975 淨土生無生論(1卷)
016001004003##1976 西方合論(10卷)
016001004004##1977 淨土疑辨(1卷)
016001005##1978-84 淨土禮懺儀
016001005001##1978 讚阿彌陀佛偈(1卷)x
016001005002##1979 轉經行道願往生淨土法事讚(2卷)x
016001005003##1980 往生禮讚偈(1卷)x
016001005004##1981 依觀經等明般舟三昧行道往生讚(1卷)x
016001005005##1982 集諸經禮懺儀(2卷)
016001005006##1983 淨土五會念佛略法事儀讚(2卷)
016001005007##1984 往生淨土懺願儀(1卷)
016002##2826-30 淨土宗古逸類 T85
016002001##2826 略新經論念佛法門往生淨土集卷上 1卷
016002002##2827 淨土五會念佛誦經觀行儀卷中．下 2卷
016002003##2828 大乘淨土讚 1卷
016002004##2829 持齋念佛懺悔禮文 1卷
016002005##2830A 道安法師念佛讚 1卷
016002006##2830B 道安法師念佛讚文 1卷
017##17 禪宗類 T47-48,85
017001##1985-2002 語錄類 T47-48
017001001##1985,92-95,97-99,2000 臨濟宗 T47
017001001001##1985 鎮州臨濟慧照禪師語錄(1卷)
017001001002##1992 汾陽無德禪師語錄(3卷)
017001001003##1993 黃龍慧南禪師語錄(1卷)
017001001004##1994A 楊岐方會和尚語錄(1)
017001001005##1994B 楊岐方會和尚後錄(1)
017001001006##1995 法演禪師語錄(3卷)
017001001007##1997 圓悟佛果禪師語錄(20卷)
017001001008##1998A 大慧普覺禪師語錄(30)
017001001009##1998B 大慧普覺禪師宗門武庫(1)
017001001010##1999 密菴和尚語錄(1卷)
017001001011##2000 虛堂和尚語錄(10卷)
017001002##1986-87,2001-2 曹洞宗 T47-48
017001002001##1986A 筠州洞山悟本禪師語錄(1) 慧印校
017001002002##1986B 瑞州洞山良价禪師語錄(1)
017001002003##1987A 撫州曹山元證禪師語錄(1)
017001002004##1987B 撫州曹山本寂禪師語錄(2)
017001002005##2001 宏智禪師廣錄(9卷)
017001002006##2002A 如淨和尚語錄(2) 文素
017001002007##2002B 天童山景德寺如淨禪師續語錄(1) 義遠
017001003##1988,96 雲門宗 T47
017001003001##1988 雲門匡真禪師廣錄(3卷)
017001003002##1996 明覺禪師語錄(6卷)
017001004##1989-90 溈仰宗 T47
017001004001##1989 潭州溈山靈祐禪師語錄(1卷)
017001004002##1990 袁州仰山慧寂禪師語錄(1卷)
017001005##1991 法眼宗 T47
017001005001##1991 金陵清涼院文益禪師語錄(1卷)
017002##2003-6 公案集 T48
017002001##2003 佛果圜悟禪師碧巖錄(10卷)
017002002##2004 萬松老人評唱天童覺和尚頌古從容庵錄(6卷)
017002003##2005 無門關(1卷)
017002004##2006 人天眼目(6卷)
017003##2007-25 壇經等歷代禪宗典籍 T48
017003001##2007-15 隋唐著作
017003001001##2007 南宗頓教最上大乘摩訶般若波羅蜜經六祖惠能大師於韶州大梵寺施法壇經(1卷)
017003001002##2008 六祖大師法寶壇經(1卷)
017003001003##2009 少室六門(1卷)
017003001004##2010 信心銘(1卷)
017003001005##2011 最上乘論(1卷)
017003001006##2012A 黃檗山斷際禪師傳心法要(1) 裴休
017003001007##2012B 黃檗斷際禪師宛陵錄(1) 裴休
017003001008##2013-14 永嘉著作
017003001008001##2013 禪宗永嘉集(1卷)
017003001008002##2014 永嘉證道歌(1卷)
017003001009##2015 禪源諸詮集都序(4卷)
017003002##2016-18 永明著作
017003002001##2016 宗鏡錄 100卷
017003002002##2017 萬善同歸集(3卷)
017003002003##2018 永明智覺禪師唯心訣(1卷)
017003003##2019-20 知訥著作
017003003001##2019A 真心直說(1) 知訥
017003003002##2019B 誡初心學人文(1) 知訥
017003003003##2020 高麗國普照禪師修心訣(1卷)
017003004##2021 禪宗決疑集(1卷)
017003005##2022 禪林寶訓(4卷)
017003006##2023 緇門警訓(10卷)
017003007##2024 禪關策進(2卷)
017003008##2025 &CB00330;修百丈清規(8卷)
017004##2831-39 禪宗古逸類 T85
017004001##2831 無心論 1卷
017004002##2832 南天竺國菩提達摩禪師觀門 1卷
017004003##2833 觀心論 1卷
017004004##2834 大乘無生方便門 1卷
017004005##2835 大乘開心顯性頓悟真宗論 1卷
017004006##2836 大乘北宗論 1卷
017004007##2837 楞伽師資記 1卷
017004008##2838 傳法寶紀 1卷
017004009##2839 讚禪門詩 1卷
018##18 史傳部類 T49-52,54
018001##2026-27 結集史 T49
018001001##2026 撰集三藏及雜藏傳(1卷)
018001002##2027 迦葉結經(1卷)
018002##2028-30 法住法滅史 T49
018002001##2028 迦丁比丘說當來變經(1卷)
018002002##2029 佛使比丘迦旃延說法沒盡偈百二十章(1卷)
018002003##2030 大阿羅漢難提蜜多羅所說法住記(1卷)
018003##2031-33 部派史 T49
018003001##2031 異部宗輪論(1卷)
018003002##2032 十八部論(1卷)
018003003##2033 部執異論(1卷)
018004##2034-39 佛教史 T49
018004001##2034 歷代三寶紀(15卷)
018004002##2035 佛祖統紀(54卷)
018004003##2036 佛祖歷代通載(22卷)
018004004##2037 釋氏稽古略(4卷)
018004005##2038 釋鑑稽古略續集(3卷)
018004006##2039 三國遺事(5卷)
018005##2040-41 釋迦史傳 T50
018005001##2040 釋迦譜 5卷
018005002##2041 釋迦氏譜 1卷
018006##2042-45 阿育王傳
018006001##2042 阿育王傳 7卷
018006002##2043 阿育王經 10卷
018006003##2044 天尊說阿育王譬喻經 1卷
018006004##2045 阿育王息壞目因緣經 1卷
018007##2046-49 印度祖師傳
018007001##2046 馬鳴菩薩傳 1卷
018007002##2047a 龍樹菩薩傳 1卷
018007003##2047b 龍樹菩薩傳 1卷
018007004##2048 提婆菩薩傳 1卷
018007005##2049 婆藪槃豆法師傳 1卷
018008##2050-57 中國祖師傳 T50
018008001##2050 隋天台智者大師別傳 1卷
018008002##2051 唐護法沙門法琳別傳 3卷
018008003##2052 大唐故三藏玄奘法師行狀 1卷
018008004##2053 大唐大慈恩寺三藏法師傳 10卷
018008005##2054 唐大薦福寺故寺主翻經大德法藏和尚傳 1卷
018008006##2055 玄宗朝翻經三藏善無畏贈鴻臚卿行狀 1卷
018008007##2056 大唐故大德贈司空大辨正廣智不空三藏行狀 1卷
018008008##2057 大唐青龍寺三朝供奉大德行狀 1卷
018009##2058 付法藏因緣傳 6卷
018010##2059-66,2126 高僧傳 T50-51,54
018010001##2059 高僧傳 14卷
018010002##2060 續高僧傳 30卷
018010003##2061 宋高僧傳 30卷
018010004##2062 大明高僧傳 8卷
018010005##2063 比丘尼傳 4卷
018010006##2064 神僧傳 9卷
018010007##2065 海東高僧傳 2卷
018010008##2066 大唐西域求法高僧傳 2卷
018010009##2126 大宋僧史略 3卷
018011##2067-69 法華天台傳 T51
018011001##2067 弘贊法華傳 10卷
018011002##2068 法華傳記 10卷
018011003##2069 天台九祖傳 1卷
018012##2070-72 往生傳 T51
018012001##2070 往生西方淨土瑞應傳 1卷
018012002##2071 淨土往生傳 3卷
018012003##2072 往生集 3卷
018013##2073-74 華嚴經傳 T51
018013001##2073 華嚴經傳記 5卷
018013002##2074 大方廣佛華嚴經感應傳 1卷
018014##2075-80 禪宗傳 T51
018014001##2075 歷代法寶記 1卷
018014002##2076 景德傳燈錄 30卷
018014003##2077 續傳燈錄 36卷
018014004##2078 傳法正宗記 9卷
018014005##2079 傳法正宗定祖圖 1卷
018014006##2080 傳法正宗論 2卷
018015##2081 兩部大法相承師資付法記 2卷
018016##2082-84 冥報感應記 T51
018016001##2082 冥報記 3卷
018016002##2083 釋門自鏡錄 2卷
018016003##2084 三寶感應要略錄 3卷
018017##2085-91,2125 西域記 T51,54
018017001##2085 高僧法顯傳 1卷
018017002##2086 北魏僧惠生使西域記 1卷
018017003##2087 大唐西域記 12卷
018017004##2088 釋迦方志 2卷
018017005##2089 遊方記抄 1卷
018017006##2090 釋迦牟尼如來像法滅盡之記 1卷
018017007##2091 燉煌錄 1卷
018017008##2125 南海寄歸內法傳 4卷
018018##2092-101 中土寺記 T51
018018001##2092 洛陽伽藍記 5卷
018018002##2093 寺塔記 1卷
018018003##2094 梁京寺記 1卷
018018004##2095 廬山記 5卷
018018005##2096 天台山記 1卷
018018006##2097 南嶽總勝集 3卷
018018007##2098 古清涼傳 2卷
018018008##2099 廣清涼傳 3卷
018018009##2100 續清涼傳 2卷
018018010##2101 補陀洛迦山傳 1卷
018019##2102-5,8-18 護教辯論 T52
018019001##2102-03 弘明集
018019001001##2102 弘明集 14卷
018019001002##2103 廣弘明集 30卷
018019002##2104-05 佛道論衡
018019002001##2104 集古今佛道論衡 4卷
018019002002##2105 續集古今佛道論衡 1卷
018019003##2108 集沙門不應拜俗等事 6卷
018019004##2109 破邪論 2卷
018019005##2110 辯正論 8卷
018019006##2111 十門辯惑論 3卷
018019007##2112 甄正論 3卷
018019008##2113 北山錄 10卷
018019009##2114 護法論 1卷
018019010##2115 鐔津文集 19卷
018019011##2116 辯偽錄 5卷
018019012##2117 三教平心論 2卷
018019013##2118 折疑論 5卷
018020##2106-7 三寶感通錄 T52
018020001##2106 集神州三寶感通錄 3卷
018020002##2107 道宣律師感通錄 1卷
018021##2119-20 上表記 T52
018021001##2119 寺沙門玄奘上表記 1卷
018021002##2120 代宗朝贈司空大辨正廣智三藏和上表制集 6卷
019##19 事彙部類 T53-55,85
019001##2121-24,27-36 事彙部 T53-54,85
019001001##2121-24,27 百科辭書 T53-54a
019001001001##2121 經律異相 50卷
019001001002##2122 法苑珠林 100卷
019001001003##2123 諸經要集 19卷
019001001004##2124 法門名義集 1卷
019001001005##2127 釋氏要覽 3卷
019001002##2128-29 音義 T54b
019001002001##2128 一切經音義 32卷
019001002002##2129 續一切經音義 10卷
019001003##2130-36 梵語集 T54b
019001003001##2130 翻梵語 10卷
019001003002##2131 翻譯名義集 1卷
019001003003##2132 悉曇字記 1卷
019001003004##2133A 梵語千字文 1卷
019001003005##2133B 梵語千字文(別本．1卷) 【唐 義淨撰】 1卷
019001003006##2134 唐梵文字 1卷
019001003007##2135 梵語雜名 1卷
019001003008##2136 唐梵兩語雙對集 1卷
019001004##2817-22,25 經要古逸部 T85
019001004001##2817 大乘經纂要義 1卷
019001004002##2818 大乘二十二問本 1卷
019001004003##2819 諸經要抄 1卷
019001004004##2820 菩薩藏修道眾經抄卷第十二 12卷
019001004005##2821 諸經要略文 1卷
019001004006##2822 大乘要語 1卷
019001004007##2825 真言要決卷第一．第三 3卷
019001005##2841-56 禮懺文類古逸部 T85
019001005001##2841 大佛略懺 1卷
019001005002##2842 印沙佛文 1卷
019001005003##2843 大悲啟請 1卷
019001005004##2844 文殊師利菩薩無相十禮 1卷
019001005005##2845 押座文類 1卷
019001005006##2846 祈願文 1卷
019001005007##2847 祈願文 1卷
019001005008##2848 回向文 1卷
019001005009##2849 大乘四齋日 1卷
019001005010##2850 地藏菩薩十齋日 1卷
019001005011##2851 和菩薩戒文 1卷
019001005012##2852 入布薩堂說偈文等 1卷
019001005013##2853 布薩文等 1卷
019001005014##2854 禮懺文 1卷
019001005015##2855 禮懺文 1卷
019001005016##2856 禮懺文 1卷
019001006##2857-64 變文等雜類古逸部 T85
019001006001##2857 索法號義●諷誦文 1卷
019001006002##2858 大目乾連冥間救母變文并圖 1卷
019001006003##2859 惠遠外傳 1卷
019001006004##2860 府君存惠傳 1卷
019001006005##2861 泉州千佛新著諸祖師頌 1卷
019001006006##2862 大蕃沙洲釋門教法和尚洪●修功德記 1卷
019001006007##2863 王梵志詩集 1卷
019001006008##2864 進旨 1卷
019002##2137-44 外教部 T54b
019002001##2137-38 數論勝論
019002001001##2137 金七十論 3卷
019002001002##2138 勝宗十句義論 1卷
019002002##2139-42 摩尼教
019002002001##2139 老子化胡經(第一、第十) 【】 10卷
019002002002##2140 摩尼教下部讚 1卷
019002002003##2141A 摩尼光佛教法儀略 1卷
019002002004##2141B 波斯教殘經 1卷
019002002005##2142 序聽迷詩所經 1卷
019002003##2143-44 景教
019002003001##2143 景教三威蒙度讚 1卷
019002003002##2144 大秦景教流行中國碑頌 1卷
019003##2145-84 目錄部 T55
019003001##2145-58 中國譯經目錄
019003001001##2145 出三藏記集 15卷
019003001002##2146-48 眾經目錄
019003001002001##2146 眾經目錄 7卷
019003001002002##2147 眾經目錄 5卷
019003001002003##2148 眾經目錄 5卷
019003001003##2149-50 道宣錄
019003001003001##2149 大唐內典錄 8卷
019003001003002##2150 續大唐內典錄 1卷
019003001004##2151-52 古今譯經圖紀
019003001004001##2151 古今譯經圖紀 4卷
019003001004002##2152 續古今譯經圖紀 1卷
019003001005##2153 大周刊定眾經目錄 15卷
019003001006##2154-55 開元釋教錄
019003001006001##2154 開元釋教錄 20卷
019003001006002##2155 開元釋教錄略出 4卷
019003001007##2156-58 貞元錄
019003001007001##2156 大唐貞元續開元釋教錄 3卷
019003001007002##2157 貞元新定釋教目錄 30卷
019003001007003##2158 續貞元釋教錄 1卷
019003002##2159-75 日本求法目錄
019003002001##2159-60 最澄目錄
019003002001001##2159 傳教大師將來台州錄 1卷
019003002001002##2160 傳教大師將來越州錄 1卷
019003002002##2161 御請來目錄 1卷
019003002003##2162 根本大和尚真跡策子等目錄 1卷
019003002004##2163 常曉和尚請來目錄 1卷
019003002005##2164 靈巖寺和尚請來法門道具等目錄 1卷
019003002006##2165-67 圓仁目錄
019003002006001##2165 日本國承和五年入唐求法目錄 1卷
019003002006002##2166 慈覺大師在唐送進錄 1卷
019003002006003##2167 入唐新求聖教目錄 1卷
019003002007##2168A 惠運禪師將來教法目錄 1卷
019003002008##2168B 惠運律師書目錄 1卷
019003002009##2169-73 圓珍目錄
019003002009001##2169 開元寺求得經疏記等目錄 1卷
019003002009002##2170 福州溫州台州求得經律論疏記外書等目錄 1卷
019003002009003##2171 青龍寺求法目錄 1卷
019003002009004##2172 日本比丘圓珍入唐求法目錄 1卷
019003002009005##2173 智證大師請來目錄 1卷
019003002010##2174A 新書寫請來法門等目錄 1卷
019003002011##2174B 禪林寺宗叡僧正目錄 1卷
019003002012##2175 錄外經等目錄 1卷
019003003##2176-84 日本高麗諸宗目錄
019003003001##2176 諸阿闍梨真言密教部類總錄 2卷
019003003002##2177 華嚴宗章疏并因明錄 1卷
019003003003##2178 天台宗章疏 1卷
019003003004##2179 三論宗章疏 1卷
019003003005##2180 法相宗章疏 1卷
019003003006##2181 注進法相宗章疏 1卷
019003003007##2182 律宗章疏 1卷
019003003008##2183 東域傳燈目錄 1卷
019003003009##2184 新編諸宗教藏總錄 3卷
020##20 疑似部 T85
020001##2865 護身命經 1卷
020002##2866 護身命經 1卷
020003##2867 慈仁問八十種好經 1卷
020004##2868 決罪福經 2卷
020005##2869 妙好寶車經 1卷
020006##2870 像法決疑經 1卷
020007##2871 大通方廣懺悔滅罪莊嚴成佛經 3卷
020008##2872 妙法蓮華經廣量天地品第二十九 1卷
020009##2873 首羅比丘經 1卷
020010##2874 小法滅盡經 1卷
020011##2875 大方廣華嚴十惡品經 1卷
020012##2876 天公經 1卷
020013##2877 如來在金棺囑累清淨莊嚴敬福經 1卷
020014##2878 救疾經 1卷
020015##2879 普賢菩薩說證明經 1卷
020016##2880 究竟大悲經卷第二、三、四 4卷
020017##2881 善惡因果經 1卷
020018##2882 咒魅經 1卷
020019##2883 法王經 1卷
020020##2884 大威儀請問 1卷
020021##2885 佛性海藏智慧解脫破心相經 4卷
020022##2886 佛為心王菩薩說投陀經卷上 1卷
020023##2887 父母恩重經 1卷
020024##2888 延壽命經 1卷
020025##2889 續命經 1卷
020026##2890 如來成道經 1卷
020027##2891 山海慧菩薩經 1卷
020028##2892 現報當受經 1卷
020029##2893 大辯邪正經 1卷
020030##2894 三廚經 1卷
